,id,title,body,relevance,query_id
10,2002.10957,"MiniLM: Deep Self-Attention Distillation for Task-Agnostic Compression
  of Pre-Trained Transformers","  Pre-trained language models (e.g., BERT (Devlin et al., 2018) and its
variants) have achieved remarkable success in varieties <hi>of</hi> NLP tasks. However,
these models usually consist <hi>of</hi> hundreds <hi>of</hi> millions <hi>of</hi> <hi>parameters</hi> which brings
challenges for fine-tuning and online serving in real-life applications due to
latency and capacity constraints. In this work, we present a simple and
effective approach to compress large <hi>Transformer</hi> (Vaswani et al., 2017) based
pre-trained models, termed as deep self-attention distillation. The small model
(<hi>student</hi>) is trained by deeply mimicking the self-attention module, which plays
a vital role in <hi>Transformer</hi> networks, <hi>of</hi> the large model (<hi>teacher</hi>).
Specifically, we propose distilling the self-attention module <hi>of</hi> the last
<hi>Transformer</hi> layer <hi>of</hi> the <hi>teacher</hi>, which is effective and flexible for the
<hi>student</hi>. Furthermore, we introduce the scaled dot-product between values in the
self-attention module as the new deep self-attention knowledge, in addition to
the attention distributions (i.e., the scaled dot-product <hi>of</hi> queries and keys)
that have been used in existing works. Moreover, we show that introducing a
<hi>teacher</hi> assistant (Mirzadeh et al., 2019) also helps the distillation <hi>of</hi> large
pre-trained <hi>Transformer</hi> models. Experimental results demonstrate that our
monolingual model outperforms state-<hi>of</hi>-the-art baselines in different <hi>parameter</hi>
size <hi>of</hi> <hi>student</hi> models. In particular, it retains more than 99% accuracy on
SQuAD 2.0 and several GLUE benchmark tasks using 50% <hi>of</hi> the <hi>Transformer</hi>
<hi>parameters</hi> and computations <hi>of</hi> the <hi>teacher</hi> model. We also obtain competitive
results in applying deep self-attention distillation to multilingual
pre-trained models.
",43.27872776723752,000002
11,0805.1480,"On-line Learning of an Unlearnable True Teacher through Mobile Ensemble
  Teachers","  On-line learning <hi>of</hi> a hierarchical learning model is studied by a <hi>method</hi> from
statistical mechanics. In our model a <hi>student</hi> <hi>of</hi> a simple perceptron learns
from not a true <hi>teacher</hi> directly, but ensemble <hi>teachers</hi> who learn from the true
<hi>teacher</hi> with a perceptron learning rule. Since the true <hi>teacher</hi> and the
ensemble <hi>teachers</hi> are expressed as non-monotonic perceptron and simple ones,
respectively, the ensemble <hi>teachers</hi> go around the unlearnable true <hi>teacher</hi> with
the distance between them fixed in an asymptotic steady state. The
generalization performance <hi>of</hi> the <hi>student</hi> is shown to exceed that <hi>of</hi> the
ensemble <hi>teachers</hi> in a transient state, as was shown in similar
ensemble-<hi>teachers</hi> models. Further, it is found that moving the ensemble
<hi>teachers</hi> even in the steady state, in contrast to the fixed ensemble <hi>teachers</hi>,
is efficient for the performance <hi>of</hi> the <hi>student</hi>.
",39.817125078575614,000002
12,0906.5461,Can a student learn optimally from two different teachers?,"  We explore the effects <hi>of</hi> over-specificity in learning algorithms by
investigating the behavior <hi>of</hi> a <hi>student</hi>, suited to learn optimally from a
<hi>teacher</hi> $\mathbf{B}$, learning from a <hi>teacher</hi> $\mathbf{B}'\neq\mathbf{B}$. We
only considered the supervised, on-line learning scenario with <hi>teachers</hi>
selected from a particular family. We found that, in the general case, the
application <hi>of</hi> the optimal algorithm to the wrong <hi>teacher</hi> produces a residual
generalization error, even if the right <hi>teacher</hi> is harder. By imposing mild
conditions to the learning algorithm form we obtained an approximation for the
residual generalization error. Simulations carried in finite networks validate
the estimate found.
",35.52357009010953,000002
13,1108.2167,Missing data in value-added modeling of teacher effects,"  The increasing availability <hi>of</hi> longitudinal <hi>student</hi> achievement data has
heightened interest among researchers, educators and policy makers in using
these data to evaluate educational inputs, as well as for school and possibly
<hi>teacher</hi> accountability. Researchers have developed elaborate ""value-added
models"" <hi>of</hi> these longitudinal data to estimate the effects <hi>of</hi> educational
inputs (e.g., <hi>teachers</hi> or schools) on <hi>student</hi> achievement while using prior
achievement to adjust for nonrandom assignment <hi>of</hi> <hi>students</hi> to schools and
classes. A challenge to such modeling efforts is the extensive <hi>numbers</hi> <hi>of</hi>
<hi>students</hi> with incomplete records and the tendency for those <hi>students</hi> to be
lower achieving. These conditions create the potential for results to be
sensitive to violations <hi>of</hi> the assumption that data are missing at random,
which is commonly used when estimating model <hi>parameters</hi>. The current study
extends recent value-added modeling approaches for longitudinal <hi>student</hi>
achievement data Lockwood et al. [J. Educ. Behav. Statist. 32 (2007) 125--150]
to allow data to be missing not at random via random effects selection and
pattern mixture models, and applies those <hi>methods</hi> to data from a large urban
school district to estimate effects <hi>of</hi> elementary school mathematics <hi>teachers</hi>.
We find that allowing the data to be missing not at random has little impact on
estimated <hi>teacher</hi> effects. The robustness <hi>of</hi> estimated <hi>teacher</hi> effects to the
missing data assumptions appears to result from both the relatively small
impact <hi>of</hi> model specification on estimated <hi>student</hi> effects compared with the
large variability in <hi>teacher</hi> effects and the downweighting <hi>of</hi> scores from
<hi>students</hi> with incomplete data.
",35.016854142175,000002
14,1207.0393,"Pseudo-finite hard instances for a student-teacher game with a
  Nisan-Wigderson generator","  For an NP intersect coNP function g <hi>of</hi> the Nisan-Wigderson type and a string
b outside its range we consider a two player game on a common input a to the
function. One player, a computationally limited <hi>Student</hi>, tries to find a bit <hi>of</hi>
g(a) that differs from the corresponding bit <hi>of</hi> b. He can query a
computationally unlimited <hi>Teacher</hi> for the witnesses <hi>of</hi> the values <hi>of</hi> constantly
many bits <hi>of</hi> g(a). The <hi>Student</hi> computes the queries from a and from <hi>Teacher</hi>'s
answers to his previous queries. It was proved by Krajicek (2011) that if g is
based on a hard bit <hi>of</hi> a one-way permutation then no <hi>Student</hi> computed by a
polynomial size circuit can succeed on all a. In this paper we give a lower
bound on the <hi>number</hi> <hi>of</hi> inputs a any such <hi>Student</hi> must fail on. Using that we
show that there is a pseudo-finite set <hi>of</hi> hard instances on which all uniform
<hi>students</hi> must fail. The hard-core set is defined in a non-standard model <hi>of</hi>
true arithmetic and has applications in a forcing construction relevant to
proof complexity.
",33.849194832420054,000002
15,0705.2318,"Statistical Mechanics of Nonlinear On-line Learning for Ensemble
  Teachers","  We analyze the generalization performance <hi>of</hi> a <hi>student</hi> in a model composed <hi>of</hi>
nonlinear perceptrons: a true <hi>teacher</hi>, ensemble <hi>teachers</hi>, and the <hi>student</hi>. We
calculate the generalization error <hi>of</hi> the <hi>student</hi> analytically or numerically
using statistical mechanics in the framework <hi>of</hi> on-line learning. We treat two
well-known learning rules: Hebbian learning and perceptron learning. As a
result, it is proven that the nonlinear model shows qualitatively different
behaviors from the linear model. Moreover, it is clarified that Hebbian
learning and perceptron learning show qualitatively different behaviors from
each other. In Hebbian learning, we can analytically obtain the solutions. In
this case, the generalization error monotonically decreases. The steady value
<hi>of</hi> the generalization error is independent <hi>of</hi> the learning rate. The larger the
<hi>number</hi> <hi>of</hi> <hi>teachers</hi> is and the more variety the ensemble <hi>teachers</hi> have, the
smaller the generalization error is. In perceptron learning, we have to
numerically obtain the solutions. In this case, the dynamical behaviors <hi>of</hi> the
generalization error are non-monotonic. The smaller the learning rate is, the
larger the <hi>number</hi> <hi>of</hi> <hi>teachers</hi> is; and the more variety the ensemble <hi>teachers</hi>
have, the smaller the minimum value <hi>of</hi> the generalization error is.
",33.067393091015504,000002
16,1212.1042,"Attempts of Transforming Teacher Practice Through Professional
  Development","  A difficult challenge in physics education is to design professional
development programs for <hi>teachers</hi>, which can lead to fundamental changes in
their practise. We report all activities for physics <hi>teachers</hi> in the context <hi>of</hi>
the National Plan for Scientific Degrees in Southern Tuscany. Research and
practice have shown that physics teaching in school is inadequate. The main
consequences are limited achievements in school, decrease <hi>of</hi> <hi>students</hi>'
interests in learning physics and decrease <hi>of</hi> enrolments in physics in many
countries. In recent years, the decline in enrolments was faced up with the
launch <hi>of</hi> a wide national project addressed to secondary school <hi>students</hi> and
<hi>teachers</hi>. The active involvement <hi>of</hi> <hi>teachers</hi> in the design <hi>of</hi> laboratories was
found to be essential for obtaining actions which were not transitory and
entered permanently in classroom practice. We describe some advanced courses in
Physics and Mathematics Education realized few years ago and courses designed
for a Master in Physics Educational Innovation and Orienting performed jointly
by many Italian universities. Other activities are less formal but equally
relevant, such as the active involvement <hi>of</hi> expert, young and in training
<hi>teachers</hi> in designing and implementation <hi>of</hi> laboratory activities for a summer
school <hi>of</hi> physics. Recently, we developed a workshop for <hi>teachers</hi> <hi>of</hi> physics
and mathematics on modelling. which continued in an updating course for
<hi>teachers</hi> in which selected topics, named in the same way in both disciplines,
were discussed in order to design interdisciplinary learning paths. The purpose
is to clarify these topics by using specific tools from physics and mathematics
and to outline the similarities and the differences in both contexts. We
describe <hi>teacher</hi> reactions and the more significant difficulties we
encountered. Finally, we discuss which kind <hi>of</hi> activity seems more effective.
",31.626977887010263,000002
17,1211.6340,"An Approach of Improving Students Academic Performance by using k means
  clustering algorithm and Decision tree","  Improving <hi>students</hi> academic performance is not an easy task for the academic
community <hi>of</hi> higher learning. The academic performance <hi>of</hi> engineering and
science <hi>students</hi> during their first year at university is a turning point in
their educational path and usually encroaches on their General Point
Average,GPA in a decisive manner. The <hi>students</hi> evaluation factors like class
quizzes mid and final exam assignment lab work are studied. It is recommended
that all these correlated information should be conveyed to the class <hi>teacher</hi>
before the conduction <hi>of</hi> final exam. This study will help the <hi>teachers</hi> to
<hi>reduce</hi> the drop out ratio to a significant level and improve the performance <hi>of</hi>
<hi>students</hi>. In this paper, we present a hybrid procedure based on Decision Tree
<hi>of</hi> Data mining <hi>method</hi> and Data Clustering that enables academicians to predict
<hi>students</hi> GPA and based on that instructor can take necessary step to improve
<hi>student</hi> academic performance.
",31.331959849137743,000002
18,1206.4261,"Fostering Student Enrollment in Basic Sciences: the Case of Southern
  Tuscany","  In recent decades it has been detected in Italy a decrease in enrollment in
basic sciences, i.e. Mathematics, Physics and Chemistry. The increase in
specific orientation is strategically crucial to achieve the goal <hi>of</hi>
maintaining and increasing the <hi>number</hi> <hi>of</hi> motivated and capable <hi>students</hi> who
enroll in these courses. With the purpose <hi>of</hi> increasing scientific vocations,
workshops were organized in high schools and <hi>teachers</hi> involved in planning and
implementation <hi>of</hi> laboratories, conferences for scientific outreach, thematic
exhibitions, guided tours <hi>of</hi> research laboratories, summer's schools for
<hi>students</hi> and courses for <hi>teachers</hi> were realized for developing a cultural
enhancement in teaching basic sciences. Particularly significant is the case <hi>of</hi>
activities organized by the Department <hi>of</hi> Physics <hi>of</hi> the University <hi>of</hi> Siena
for <hi>students</hi> and <hi>teachers</hi> in Southern Tuscany. The <hi>methods</hi> used in cultural
enhancement <hi>of</hi> <hi>teachers</hi> and activities designed to support schools with limited
laboratory facilities, together with stimulating activities for motivated
<hi>students</hi> are allowed to take root for some good practices in physics teaching
and orientation to scientific degrees. Beyond describing the main activities
for orientation to Physics, activities done in partnership with chemists,
biologists and geologists are reported, as well as an activity in which the
Departments <hi>of</hi> Mathematical Sciences and Physics are both involved in looking
for introducing new interdisciplinary methodologies to increase <hi>students</hi>'
understanding in high school <hi>of</hi> some selected topics in which both disciplines
give a contribution in the construction <hi>of</hi> important and mutually reinforcing
basic concepts.
",30.544935279494226,000002
19,0805.0425,Effect of Slow Switching in On-line Learning for Ensemble Teachers,"  We have analyzed the generalization performance <hi>of</hi> a <hi>student</hi> which slowly
switches ensemble <hi>teachers</hi>. By calculating the generalization error
analytically using statistical mechanics in the framework <hi>of</hi> on-line learning,
we show that the dynamical behaviors <hi>of</hi> generalization error have the
periodicity that is synchronized with the switching period and the behaviors
differ with the <hi>number</hi> <hi>of</hi> ensemble <hi>teachers</hi>. Furthermore, we show that the
smaller the switching period is, the larger the difference is.
",30.2770366149202,000002
20,0805.4369,A semantic space for modeling children's semantic memory,"  The goal of this paper is to present <hi>a</hi> <hi>model</hi> of children's <hi>semantic</hi> memory,
which is based on <hi>a</hi> corpus reproducing the kinds of texts children are exposed
to. After presenting the literature in the development of the <hi>semantic</hi> memory,
<hi>a</hi> preliminary French corpus of 3.2 million words is described. <hi>Similarities</hi> in
the resulting <hi>semantic</hi> space are compared to human data on four tests:
association norms, vocabulary test, <hi>semantic</hi> judgments and memory tasks. <hi>A</hi>
second corpus is described, which is composed of subcorpora corresponding to
various ages. This stratified corpus is intended as <hi>a</hi> basis <hi>for</hi> developmental
studies. Finally, two applications of these <hi>models</hi> of <hi>semantic</hi> memory are
presented: the first one aims at tracing the development of <hi>semantic</hi>
<hi>similarities</hi> paragraph by paragraph; the second one describes an implementation
of <hi>a</hi> <hi>model</hi> of text comprehension derived from the Construction-integration
<hi>model</hi> (Kintsch, 1988, 1998) and based on such <hi>models</hi> of <hi>semantic</hi> memory.
",31.51474461693654,000003
21,0804.0143,Effects of High-Order Co-occurrences on Word Semantic Similarities,"  <hi>A</hi> computational <hi>model</hi> of the construction of word meaning through exposure to
texts is built in order to simulate the effects of co-occurrence values on word
<hi>semantic</hi> <hi>similarities</hi>, paragraph by paragraph. <hi>Semantic</hi> <hi>similarity</hi> is here
viewed as association. It turns out that the <hi>similarity</hi> between two words W1
and W2 strongly increases with <hi>a</hi> co-occurrence, decreases with the occurrence
of W1 without W2 or W2 without W1, and slightly increases with high-order
co-occurrences. Therefore, operationalizing <hi>similarity</hi> as <hi>a</hi> frequency of
co-occurrence probably introduces <hi>a</hi> bias: first, there are cases in which there
is <hi>similarity</hi> without co-occurrence and, second, the frequency of co-occurrence
overestimates <hi>similarity</hi>.
",30.86488368461282,000003
22,1010.2345,"Using Context Dependent Semantic Similarity to Browse Information
  Resources: an Application for the Industrial Design","  This paper deals with the <hi>semantic</hi> interpretation of information resources
(e.g., images, videos, 3D <hi>models</hi>). We present <hi>a</hi> case study of an approach based
on <hi>semantic</hi> and context dependent <hi>similarity</hi> applied to the industrial design.
Different application contexts are considered and <hi>modelled</hi> to browse <hi>a</hi>
repository of 3D digital objects according to different perspectives. The paper
briefly summarises the basic concepts behind the <hi>semantic</hi> <hi>similarity</hi> approach
and illustrates its application and results.
",30.34818475607758,000003
23,1004.5370,Self-Taught Hashing for Fast Similarity Search,"  The ability of <hi>fast</hi> <hi>similarity</hi> search at large scale is of great importance
to many Information Retrieval (IR) applications. <hi>A</hi> promising way to accelerate
<hi>similarity</hi> search is <hi>semantic</hi> hashing which designs compact binary codes <hi>for</hi> <hi>a</hi>
large number of documents so that <hi>semantically</hi> similar documents are mapped to
similar codes (within <hi>a</hi> short Hamming distance). Although some recently
proposed techniques are able to generate high-quality codes <hi>for</hi> documents known
in advance, obtaining the codes <hi>for</hi> previously unseen documents remains to be <hi>a</hi>
very challenging problem. In this paper, we emphasise this issue and propose <hi>a</hi>
novel Self-Taught Hashing (STH) approach to <hi>semantic</hi> hashing: we first find the
optimal $l$-bit binary codes <hi>for</hi> all documents in the given corpus via
unsupervised learning, and then train $l$ classifiers via supervised learning
to predict the $l$-bit code <hi>for</hi> any query document unseen before. Our
experiments on three real-world text datasets show that the proposed approach
using binarised Laplacian Eigenmap (LapEig) and linear Support Vector Machine
(SVM) outperforms state-of-the-art techniques significantly.
",30.094068103434573,000003
24,1105.1406,"Comparison Latent Semantic and WordNet Approach for Semantic Similarity
  Calculation","  Information exchange among many sources in Internet is more autonomous,
dynamic and free. The situation drive difference view of concepts among
sources. <hi>For</hi> example, word 'bank' has meaning as economic institution <hi>for</hi>
economy domain, but <hi>for</hi> ecology domain it will be defined as slope of river or
lake. In this aper, we will evaluate latent <hi>semantic</hi> and WordNet approach to
calculate <hi>semantic</hi> <hi>similarity</hi>. The evaluation will be run <hi>for</hi> some concepts
from different domain with reference by expert or human. Result of the
evaluation can provide <hi>a</hi> contribution <hi>for</hi> mapping of concept, query rewriting,
interoperability, etc.
",29.56110699608,000003
25,0911.5043,A Semantic Similarity Measure for Expressive Description Logics,"  <hi>A</hi> totally <hi>semantic</hi> measure is presented which is able to calculate <hi>a</hi>
<hi>similarity</hi> value between concept descriptions and also between concept
description and individual or between individuals expressed in an expressive
description logic. It is applicable on symbolic descriptions although it uses <hi>a</hi>
numeric approach <hi>for</hi> the calculus. Considering that Description Logics stand as
the theoretic framework <hi>for</hi> the ontological knowledge representation and
reasoning, the proposed measure can be effectively used <hi>for</hi> agglomerative and
divisional clustering task applied to the <hi>semantic</hi> web domain.
",29.030258941149743,000003
26,0805.2045,"Semantic Analysis of Tag Similarity Measures in Collaborative Tagging
  Systems","  Social bookmarking systems allow users to organise collections of resources
on the Web in <hi>a</hi> collaborative fashion. The increasing popularity of these
systems as well as first insights into their emergent <hi>semantics</hi> have made them
relevant to disciplines like knowledge extraction and ontology learning. The
problem of devising methods to measure the <hi>semantic</hi> relatedness between tags
and characterizing it <hi>semantically</hi> is still largely open. Here we analyze three
measures of tag relatedness: tag co-occurrence, cosine <hi>similarity</hi> of
co-occurrence distributions, and FolkRank, an adaptation of the PageRank
algorithm to folksonomies. Each measure is computed on tags from <hi>a</hi> large-scale
dataset crawled from the social bookmarking system del.icio.us. To provide <hi>a</hi>
<hi>semantic</hi> grounding of our findings, <hi>a</hi> connection to WordNet (<hi>a</hi> <hi>semantic</hi> lexicon
<hi>for</hi> the English language) is established by mapping tags into synonym sets of
WordNet, and applying there well-known metrics of <hi>semantic</hi> <hi>similarity</hi>. Our
results clearly expose different characteristics of the selected measures of
relatedness, making them applicable to different subtasks of knowledge
extraction such as synonym detection or discovery of concept hierarchies.
",28.36441147004134,000003
